"","Date","Stock","Values"
"1977",1997-09-30,26710,0.104122
"1978",1997-10-31,26710,-0.013603
"1979",1997-11-28,26710,-0.053704
"1980",1997-12-31,26710,-0.0048
"1981",1997-01-31,26825,0.056452
"1982",1997-02-28,26825,-0.014026
"1983",1997-03-31,26825,-0.022548
"1984",1997-04-30,26825,0.031016
"1985",1997-05-30,26825,0.060378
"1986",1997-06-30,26825,0.157317
"1987",1997-07-31,26825,0.068693
"1988",1997-08-29,26825,-0.025052
"1989",1997-09-30,26825,-0.063059
"1990",1997-10-31,26825,0.018055
"1991",1997-11-28,26825,0.078248
"1992",1997-12-31,26825,0.065281
"1993",1997-01-31,27043,0.076581
"1994",1997-02-28,27043,0.0461
"1995",1997-03-31,27043,-0.076335
"1996",1997-04-30,27043,-0.104767
"1997",1997-05-30,27043,0.096399
"1998",1997-06-30,27043,0.021583
"1999",1997-07-31,27043,0.069433
"2000",1997-08-29,27043,-0.024486
"2001",1997-09-30,27043,0.085896
"2002",1997-10-31,27043,-0.06255
"2003",1997-11-28,27043,-0.016721
"2004",1997-12-31,27043,-0.1277
"2005",1997-01-31,27334,-0.033426
"2006",1997-02-28,27334,0.115164
"2007",1997-03-31,27334,-0.11117
"2008",1997-04-30,27334,-0.042762
"2009",1997-05-30,27334,0.0839
"2010",1997-06-30,27334,0.139743
"2011",1997-07-31,27334,0.185664
"2012",1997-08-29,27334,0.01584
"2013",1997-09-30,27334,0.048933
"2014",1997-10-31,27334,-0.030923
"2015",1997-11-28,27334,-0.018004
"2016",1997-12-31,27334,0.001082
"2017",1997-01-31,27422,-0.045822
"2018",1997-02-28,27422,-0.007923
"2019",1997-03-31,27422,-0.021742
"2020",1997-04-30,27422,-0.001341
"2021",1997-05-30,27422,-0.00018
"2022",1997-06-30,27422,-0.039203
"2023",1997-07-31,27422,0.063185
"2024",1997-08-29,27422,-0.038295
"2025",1997-09-30,27422,0.042077
"2026",1997-10-31,27422,-0.008498
"2027",1997-11-28,27422,-0.003612
"2028",1997-12-31,27422,0.057519
"2029",1997-01-31,27430,0.020816
"2030",1997-02-28,27430,-0.022419
"2031",1997-03-31,27430,-0.062916
"2032",1997-04-30,27430,0.176908
"2033",1997-05-30,27430,0.016009
"2034",1997-06-30,27430,-0.02046
"2035",1997-07-31,27430,0.129223
"2036",1997-08-29,27430,0.003419
"2037",1997-09-30,27430,0.056197
"2038",1997-10-31,27430,-0.206553
"2039",1997-11-28,27430,0.056631
"2040",1997-12-31,27430,0.084585
"2041",1997-01-31,27511,-0.017833
"2042",1997-02-28,27511,-0.109846
"2043",1997-03-31,27511,0.107945
"2044",1997-04-30,27511,-0.063933
"2045",1997-05-30,27511,0.060856
"2046",1997-06-30,27511,0.024078
"2047",1997-07-31,27511,0.027232
"2048",1997-08-29,27511,-0.060956
"2049",1997-09-30,27511,0.11738
"2050",1997-10-31,27511,0.043817
"2051",1997-11-28,27511,-0.039757
"2052",1997-12-31,27511,-0.023891
"2053",1997-01-31,27618,0.011893
"2054",1997-02-28,27618,-0.029061
"2055",1997-03-31,27618,-0.0293
"2056",1997-04-30,27618,-0.012847
"2057",1997-05-30,27618,0.140617
"2058",1997-06-30,27618,-0.018852
"2059",1997-07-31,27618,0.126469
"2060",1997-08-29,27618,0.151546
"2061",1997-09-30,27618,0.03702
"2062",1997-10-31,27618,-0.072382
"2063",1997-11-28,27618,0.010612
"2064",1997-12-31,27618,-0.016885
"2065",1997-01-31,27633,0.008833
"2066",1997-02-28,27633,0.101363
"2067",1997-03-31,27633,-0.070967
"2068",1997-04-30,27633,0.059803
"2069",1997-05-30,27633,0.064176
"2070",1997-06-30,27633,-0.007474
"2071",1997-07-31,27633,0.080927
"2072",1997-08-29,27633,-0.00759
"2073",1997-09-30,27633,0.006808
"2074",1997-10-31,27633,-0.030287
"2075",1997-11-28,27633,0.037886
"2076",1997-12-31,27633,-0.102907
"2077",1997-01-31,27684,0.057732
"2078",1997-02-28,27684,0.004181
"2079",1997-03-31,27684,-0.098088
"2080",1997-04-30,27684,0.075523
"2081",1997-05-30,27684,0.030008
"2082",1997-06-30,27684,-0.088621
"2083",1997-07-31,27684,0.140265
"2084",1997-08-29,27684,0.047182
"2085",1997-09-30,27684,-0.083533
"2086",1997-10-31,27684,-0.014033
"2087",1997-11-28,27684,0.048732
"2088",1997-12-31,27684,-0.006309
"2089",1997-01-31,27828,0.042764
"2090",1997-02-28,27828,0.062608
"2091",1997-03-31,27828,-0.05116
"2092",1997-04-30,27828,-0.020693
"2093",1997-05-30,27828,-0.023948
"2094",1997-06-30,27828,0.086397
"2095",1997-07-31,27828,0.2457
"2096",1997-08-29,27828,-0.125529
"2097",1997-09-30,27828,0.128974
"2098",1997-10-31,27828,-0.118306
"2099",1997-11-28,27828,-0.012014
"2100",1997-12-31,27828,0.01794
"2101",1997-01-31,27887,0.117451
"2102",1997-02-28,27887,-0.0039
"2103",1997-03-31,27887,-0.060659
"2104",1997-04-30,27887,0.105845
"2105",1997-05-30,27887,0.096928
"2106",1997-06-30,27887,-0.006638
"2107",1997-07-31,27887,0.099643
"2108",1997-08-29,27887,-0.083104
"2109",1997-09-30,27887,-0.016715
"2110",1997-10-31,27887,-0.11664
"2111",1997-11-28,27887,0.087744
"2112",1997-12-31,27887,-0.002756
"2113",1997-01-31,27959,0.009014
"2114",1997-02-28,27959,-0.048593
"2115",1997-03-31,27959,-0.007125
"2116",1997-04-30,27959,-0.009966
"2117",1997-05-30,27959,0.03567
"2118",1997-06-30,27959,0.058627
"2119",1997-07-31,27959,0.053066
"2120",1997-08-29,27959,-0.037639
"2121",1997-09-30,27959,0.016245
"2122",1997-10-31,27959,-0.023163
"2123",1997-11-28,27959,0.079605
"2124",1997-12-31,27959,0.060104
"2125",1997-01-31,27975,0.117853
"2126",1997-02-28,27975,-0.0039
"2127",1997-03-31,27975,-0.0043
"2128",1997-04-30,27975,-0.085381
"2129",1997-05-30,27975,0.053924
"2130",1997-06-30,27975,-0.031478
"2131",1997-07-31,27975,-0.075157
"2132",1997-08-29,27975,-0.019725
"2133",1997-09-30,27975,0.011473
"2134",1997-10-31,27975,-0.011075
"2135",1997-11-28,27975,0.012493
"2136",1997-12-31,27975,-0.037058
"2137",1997-01-31,27983,0.109514
"2138",1997-02-28,27983,0.062198
"2139",1997-03-31,27983,-0.08918
"2140",1997-04-30,27983,0.077019
"2141",1997-05-30,27983,0.096726
"2142",1997-06-30,27983,0.16523
"2143",1997-07-31,27983,0.038489
"2144",1997-08-29,27983,-0.086167
"2145",1997-09-30,27983,0.114905
"2146",1997-10-31,27983,-0.062106
"2147",1997-11-28,27983,-0.024389
"2148",1997-12-31,27983,-0.049756
"2149",1997-01-31,27991,0.000223999999999999
"2150",1997-02-28,27991,-0.015758
"2151",1997-03-31,27991,-0.0403
"2152",1997-04-30,27991,-0.049113
"2153",1997-05-30,27991,0.025802
"2154",1997-06-30,27991,0.019704
"2155",1997-07-31,27991,0.054744
"2156",1997-08-29,27991,0.019662
"2157",1997-09-30,27991,0.036219
"2158",1997-10-31,27991,0.040038
"2159",1997-11-28,27991,0.10382
"2160",1997-12-31,27991,0.094065
"2161",1997-01-31,28118,-0.025528
"2162",1997-02-28,28118,0.035479
"2163",1997-03-31,28118,-0.096466
"2164",1997-04-30,28118,-0.065214
"2165",1997-05-30,28118,0.099316
"2166",1997-06-30,28118,0.105637
"2167",1997-07-31,28118,0.224936
"2168",1997-08-29,28118,0.241954
"2169",1997-09-30,28118,0.358643
"2170",1997-10-31,28118,-0.12807
"2171",1997-11-28,28118,0.055032
"2172",1997-12-31,28118,-0.020299
"2173",1997-01-31,28222,0.02805
"2174",1997-02-28,28222,0.034629
"2175",1997-03-31,28222,-0.084907
"2176",1997-04-30,28222,0.05279
"2177",1997-05-30,28222,0.078724
"2178",1997-06-30,28222,0.045175
"2179",1997-07-31,28222,0.081085
"2180",1997-08-29,28222,-0.079224
"2181",1997-09-30,28222,0.016136
"2182",1997-10-31,28222,-0.087847
"2183",1997-11-28,28222,0.005146
"2184",1997-12-31,28222,0.071647
"2185",1997-01-31,28310,-0.065841
"2186",1997-02-28,28310,0.154155
"2187",1997-03-31,28310,-0.02661
"2188",1997-04-30,28310,0.049391
"2189",1997-05-30,28310,-0.006568
"2190",1997-06-30,28310,0.121461
"2191",1997-07-31,28310,-0.0043
"2192",1997-08-29,28310,-0.080935
"2193",1997-09-30,28310,0.052122
"2194",1997-10-31,28310,-8.5e-05
"2195",1997-11-28,28310,0.09114
"2196",1997-12-31,28310,0.07055
"2197",1997-01-31,28345,0.014135
"2198",1997-02-28,28345,-0.076853
"2199",1997-03-31,28345,0.009177
"2200",1997-04-30,28345,-0.078768
"2201",1997-05-30,28345,0.068663
"2202",1997-06-30,28345,0.047513
"2203",1997-07-31,28345,0.063649
"2204",1997-08-29,28345,0.033835
"2205",1997-09-30,28345,0.059628
"2206",1997-10-31,28345,0.010023
"2207",1997-11-28,28345,-0.04856
"2208",1997-12-31,28345,-0.019573
"2209",1997-01-31,28388,0.040738
"2210",1997-02-28,28388,0.062433
"2211",1997-03-31,28388,0.149048
"2212",1997-04-30,28388,-0.051116
"2213",1997-05-30,28388,0.08178
"2214",1997-06-30,28388,0.04922
"2215",1997-07-31,28388,-0.065617
"2216",1997-08-29,28388,0.032247
"2217",1997-09-30,28388,0.217722
"2218",1997-10-31,28388,0.046573
"2219",1997-11-28,28388,0.009265
"2220",1997-12-31,28388,0.04262
"2221",1997-01-31,28484,0.014938
"2222",1997-02-28,28484,-0.099239
"2223",1997-03-31,28484,-0.008515
"2224",1997-04-30,28484,-0.086847
"2225",1997-05-30,28484,0.095357
"2226",1997-06-30,28484,0.037655
"2227",1997-07-31,28484,0.054193
"2228",1997-08-29,28484,-0.018978
"2229",1997-09-30,28484,0.062914
"2230",1997-10-31,28484,-0.008253
"2231",1997-11-28,28484,-0.092405
"2232",1997-12-31,28484,-0.022211
"2233",1997-01-31,28564,0.083219
"2234",1997-02-28,28564,0.036423
"2235",1997-03-31,28564,0.053684
"2236",1997-04-30,28564,0.22119
"2237",1997-05-30,28564,0.0991
"2238",1997-06-30,28564,-0.001997
"2239",1997-07-31,28564,0.190623
"2240",1997-08-29,28564,-0.020792
"2241",1997-09-30,28564,0.170662
"2242",1997-10-31,28564,0.006326
"2243",1997-11-28,28564,0.0586
"2244",1997-12-31,28564,-0.063697
"2245",1997-01-31,28804,0.025262
"2246",1997-02-28,28804,0.094366
"2247",1997-03-31,28804,0.074647
"2248",1997-04-30,28804,-0.033568
"2249",1997-05-30,28804,-0.0049
"2250",1997-06-30,28804,0.026451
"2251",1997-07-31,28804,0.149359
"2252",1997-08-29,28804,-0.075982
"2253",1997-09-30,28804,0.193778
"2254",1997-10-31,28804,0.011009
"2255",1997-11-28,28804,0.11595
"2256",1997-12-31,28804,0.031989
"2257",1997-01-31,29209,0.044565
"2258",1997-02-28,29209,-0.0039
"2259",1997-03-31,29209,0.000154
"2260",1997-04-30,29209,-0.017604
"2261",1997-05-30,29209,0.022066
"2262",1997-06-30,29209,-0.073722
"2263",1997-07-31,29209,0.087465
"2264",1997-08-29,29209,0.055167
"2265",1997-09-30,29209,-0.060351
"2266",1997-10-31,29209,-0.025752
"2267",1997-11-28,29209,0.075395
"2268",1997-12-31,29209,0.054384
"2269",1997-01-31,29612,0.017922
"2270",1997-02-28,29612,0.085047
"2271",1997-03-31,29612,0.129303
"2272",1997-04-30,29612,-0.100729
"2273",1997-05-30,29612,0.110831
"2274",1997-06-30,29612,0.021211
"2275",1997-07-31,29612,0.016533
"2276",1997-08-29,29612,0.119301
"2277",1997-09-30,29612,0.251679
"2278",1997-10-31,29612,-0.16028
"2279",1997-11-28,29612,-0.027728
"2280",1997-12-31,29612,-0.057897
"2281",1997-01-31,29647,0.047856
"2282",1997-02-28,29647,-0.038726
"2283",1997-03-31,29647,-0.041826
"2284",1997-04-30,29647,0.012004
"2285",1997-05-30,29647,0.12879
"2286",1997-06-30,29647,0.062176
"2287",1997-07-31,29647,0.082754
"2288",1997-08-29,29647,-0.073915
"2289",1997-09-30,29647,0.059432
"2290",1997-10-31,29647,-0.071146
"2291",1997-11-28,29647,0.083544
"2292",1997-12-31,29647,0.102045
"2293",1997-01-31,29867,0.022527
"2294",1997-02-28,29867,-0.014426
"2295",1997-03-31,29867,-0.019194
"2296",1997-04-30,29867,-0.145604
"2297",1997-05-30,29867,0.165986
"2298",1997-06-30,29867,0.148732
"2299",1997-07-31,29867,-0.08213
"2300",1997-08-29,29867,-0.022003
"2301",1997-09-30,29867,0.043517
"2302",1997-10-31,29867,0.0333
"2303",1997-11-28,29867,-0.03349
"2304",1997-12-31,29867,0.0452
"2305",1997-01-31,29890,-0.002732
"2306",1997-02-28,29890,-0.060133
"2307",1997-03-31,29890,0.032527
"2308",1997-04-30,29890,-0.001568
"2309",1997-05-30,29890,0.055649
"2310",1997-06-30,29890,0.02995
"2311",1997-07-31,29890,0.096702
"2312",1997-08-29,29890,0.029374
"2313",1997-09-30,29890,0.068717
"2314",1997-10-31,29890,-0.037923
"2315",1997-11-28,29890,-0.051328
"2316",1997-12-31,29890,-0.04471
"2317",1997-01-31,29938,-0.037558
"2318",1997-02-28,29938,0.001798
"2319",1997-03-31,29938,0.075473
"2320",1997-04-30,29938,0.061663
"2321",1997-05-30,29938,-0.014801
"2322",1997-06-30,29938,-0.0333
"2323",1997-07-31,29938,-0.026321
"2324",1997-08-29,29938,-0.002352
"2325",1997-09-30,29938,0.024855
"2326",1997-10-31,29938,-0.019704
"2327",1997-11-28,29938,0.019722
"2328",1997-12-31,29938,0.082995
"2329",1997-01-31,29946,-0.042751
"2330",1997-02-28,29946,0.013145
"2331",1997-03-31,29946,0.068773
"2332",1997-04-30,29946,0.053292
"2333",1997-05-30,29946,0.007476
"2334",1997-06-30,29946,-0.043651
"2335",1997-07-31,29946,-0.00558
"2336",1997-08-29,29946,-0.008818
"2337",1997-09-30,29946,0.025393
"2338",1997-10-31,29946,-0.014263
"2339",1997-11-28,29946,0.040573
"2340",1997-12-31,29946,0.076076
"2341",1997-01-31,30437,0.104308
"2342",1997-02-28,30437,0.000773
"2343",1997-03-31,30437,-0.022905
"2344",1997-04-30,30437,-0.051693
"2345",1997-05-30,30437,0.062264
"2346",1997-06-30,30437,0.024738
"2347",1997-07-31,30437,0.073326
"2348",1997-08-29,30437,-0.0041
"2349",1997-09-30,30437,0.122719
"2350",1997-10-31,30437,-0.053072
"2351",1997-11-28,30437,0.034203
"2352",1997-12-31,30437,-0.037058
"2353",1997-01-31,30648,0.022382
"2354",1997-02-28,30648,0.037985
"2355",1997-03-31,30648,-0.042089
"2356",1997-04-30,30648,0.027114
"2357",1997-05-30,30648,0.391039
"2358",1997-06-30,30648,-0.092864
"2359",1997-07-31,30648,0.3397
"2360",1997-08-29,30648,0.329233
"2361",1997-09-30,30648,-0.043507
"2362",1997-10-31,30648,-0.307688
"2363",1997-11-28,30648,-0.05405
"2364",1997-12-31,30648,-0.142124
"2365",1997-01-31,30680,-0.03338
"2366",1997-02-28,30680,-0.008192
"2367",1997-03-31,30680,-0.017231
"2368",1997-04-30,30680,-0.030326
"2369",1997-05-30,30680,0.062668
"2370",1997-06-30,30680,0.076469
"2371",1997-07-31,30680,-0.00805
"2372",1997-08-29,30680,-0.035596
"2373",1997-09-30,30680,0.034218
"2374",1997-10-31,30680,0.009655
"2375",1997-11-28,30680,0.017418
"2376",1997-12-31,30680,-0.046546
"2377",1997-01-31,30681,0.058342
"2378",1997-02-28,30681,0.016666
"2379",1997-03-31,30681,0.004768
"2380",1997-04-30,30681,0.058357
"2381",1997-05-30,30681,0.08944
"2382",1997-06-30,30681,0.062248
"2383",1997-07-31,30681,0.126532
"2384",1997-08-29,30681,-0.031903
"2385",1997-09-30,30681,0.073091
"2386",1997-10-31,30681,-0.03341
"2387",1997-11-28,30681,0.045658
"2388",1997-12-31,30681,0.141912
"2389",1997-01-31,30796,-0.095125
"2390",1997-02-28,30796,0.260705
"2391",1997-03-31,30796,-0.199952
"2392",1997-04-30,30796,-0.082003
"2393",1997-05-30,30796,-0.008563
"2394",1997-06-30,30796,-0.190171
"2395",1997-07-31,30796,0.041996
"2396",1997-08-29,30796,0.057847
"2397",1997-09-30,30796,-0.021067
"2398",1997-10-31,30796,-0.029624
"2399",1997-11-28,30796,-0.073465
"2400",1997-12-31,30796,-0.005174
"2401",1997-01-31,30840,0.001382
"2402",1997-02-28,30840,-0.109163
"2403",1997-03-31,30840,0.064327
"2404",1997-04-30,30840,0.023223
"2405",1997-05-30,30840,0.039743
"2406",1997-06-30,30840,0.004847
"2407",1997-07-31,30840,-0.024074
"2408",1997-08-29,30840,-0.018509
"2409",1997-09-30,30840,0.118407
"2410",1997-10-31,30840,0.123404
"2411",1997-11-28,30840,0.007647
"2412",1997-12-31,30840,-0.023065
"2413",1997-01-31,30940,-0.025237
"2414",1997-02-28,30940,-0.156276
"2415",1997-03-31,30940,-0.02106
"2416",1997-04-30,30940,0.126382
"2417",1997-05-30,30940,0.136407
"2418",1997-06-30,30940,0.031698
"2419",1997-07-31,30940,0.162367
"2420",1997-08-29,30940,0.03297
"2421",1997-09-30,30940,-0.156882
"2422",1997-10-31,30940,-0.008384
"2423",1997-11-28,30940,-0.095833
"2424",1997-12-31,30940,0.034735
"2425",1997-01-31,31077,0.114419
"2426",1997-02-28,31077,-0.090857
"2427",1997-03-31,31077,0.019615
"2428",1997-04-30,31077,-0.1293
"2429",1997-05-30,31077,0.114148
"2430",1997-06-30,31077,0.102683
"2431",1997-07-31,31077,0.111085
"2432",1997-08-29,31077,0.205038
"2433",1997-09-30,31077,0.078037
"2434",1997-10-31,31077,-0.149895
"2435",1997-11-28,31077,-0.007776
"2436",1997-12-31,31077,0.014655
"2437",1997-01-31,31480,-0.032802
"2438",1997-02-28,31480,0.063284
"2439",1997-03-31,31480,-0.031823
"2440",1997-04-30,31480,0.024002
"2441",1997-05-30,31480,-0.06068
"2442",1997-06-30,31480,0.133555
"2443",1997-07-31,31480,0.064666
"2444",1997-08-29,31480,-0.061197
"2445",1997-09-30,31480,0.064566
"2446",1997-10-31,31480,0.128865
"2447",1997-11-28,31480,0.028413
"2448",1997-12-31,31480,0.092422
"2449",1997-01-31,31500,-0.055419
"2450",1997-02-28,31500,-0.020567
"2451",1997-03-31,31500,-0.0043
"2452",1997-04-30,31500,0.00022
"2453",1997-05-30,31500,0.108094
"2454",1997-06-30,31500,0.125742
"2455",1997-07-31,31500,0.118397
"2456",1997-08-29,31500,-0.084421
"2457",1997-09-30,31500,0.244508
"2458",1997-10-31,31500,0.009646
"2459",1997-11-28,31500,-0.036772
"2460",1997-12-31,31500,0.075701
"2461",1997-01-31,31668,-0.059045
"2462",1997-02-28,31668,-0.080823
"2463",1997-03-31,31668,-0.150133
"2464",1997-04-30,31668,0.142041
"2465",1997-05-30,31668,0.027015
"2466",1997-06-30,31668,-0.117102
"2467",1997-07-31,31668,0.195235
"2468",1997-08-29,31668,0.083279
"2469",1997-09-30,31668,0.067029
"2470",1997-10-31,31668,-0.0542
"2471",1997-11-28,31668,-0.196882
"2472",1997-12-31,31668,-0.0048
"2473",1997-01-31,31691,0.132597
"2474",1997-02-28,31691,0.038653
"2475",1997-03-31,31691,-0.031511
"2476",1997-04-30,31691,-0.028776
"2477",1997-05-30,31691,-0.022821
"2478",1997-06-30,31691,0.003599
"2479",1997-07-31,31691,-0.029662
"2480",1997-08-29,31691,-0.007817
"2481",1997-09-30,31691,0.003063
"2482",1997-10-31,31691,0.066911
"2483",1997-11-28,31691,-0.011094
"2484",1997-12-31,31691,-0.026539
"2485",1997-01-31,31974,0.012029
"2486",1997-02-28,31974,0.18049
"2487",1997-03-31,31974,-0.128011
"2488",1997-04-30,31974,0.013347
"2489",1997-05-30,31974,0.016718
"2490",1997-06-30,31974,0.078453
"2491",1997-07-31,31974,0.096485
"2492",1997-08-29,31974,0.020823
"2493",1997-09-30,31974,0.064125
"2494",1997-10-31,31974,0.000148000000000001
"2495",1997-11-28,31974,-0.013684
"2496",1997-12-31,31974,0.012705
"2497",1997-01-31,32299,0.2455
"2498",1997-02-28,32299,-0.2039
"2499",1997-03-31,32299,0.2457
"2500",1997-04-30,32299,-0.2043
"2501",1997-05-30,32299,0.2451
"2502",1997-06-30,32299,-0.0037
"2503",1997-07-31,32299,-0.0043
"2504",1997-08-29,32299,0.1959
"2505",1997-09-30,32299,-0.0044
"2506",1997-10-31,32299,-0.0042
"2507",1997-11-28,32299,0.162767
"2508",1997-12-31,32299,-0.290514
"2509",1997-01-31,32651,-0.0045
"2510",1997-02-28,32651,0.262767
"2511",1997-03-31,32651,-0.179739
"2512",1997-04-30,32651,-0.089406
"2513",1997-05-30,32651,0.064867
"2514",1997-06-30,32651,-0.058048
"2515",1997-07-31,32651,-0.061771
"2516",1997-08-29,32651,0.056876
"2517",1997-09-30,32651,0.110543
"2518",1997-10-31,32651,-0.158839
"2519",1997-11-28,32651,-0.040485
"2520",1997-12-31,32651,-0.0048
"2521",1997-01-31,32678,-0.064216
"2522",1997-02-28,32678,0.151656
"2523",1997-03-31,32678,-0.110069
"2524",1997-04-30,32678,-0.047311
"2525",1997-05-30,32678,-0.0049
"2526",1997-06-30,32678,-0.000891
"2527",1997-07-31,32678,0.084776
"2528",1997-08-29,32678,0.135075
"2529",1997-09-30,32678,0.20827
"2530",1997-10-31,32678,0.076024
"2531",1997-11-28,32678,-0.071258
"2532",1997-12-31,32678,0.261867
"2533",1997-01-31,32707,-0.076442
"2534",1997-02-28,32707,-0.127828
"2535",1997-03-31,32707,0.090375
"2536",1997-04-30,32707,0.028132
"2537",1997-05-30,32707,0.173215
"2538",1997-06-30,32707,0.023026
"2539",1997-07-31,32707,0.163813
"2540",1997-08-29,32707,0.047042
"2541",1997-09-30,32707,0.128343
"2542",1997-10-31,32707,0.004394
"2543",1997-11-28,32707,-0.059609
"2544",1997-12-31,32707,-0.112442
"2545",1997-01-31,32803,0.009519
"2546",1997-02-28,32803,-0.017725
"2547",1997-03-31,32803,-0.130655
"2548",1997-04-30,32803,0.049463
"2549",1997-05-30,32803,0.015508
"2550",1997-06-30,32803,-0.0052
"2551",1997-07-31,32803,0.04104
"2552",1997-08-29,32803,0.005539
"2553",1997-09-30,32803,-0.01156
"2554",1997-10-31,32803,0.0208
"2555",1997-11-28,32803,0.014968
"2556",1997-12-31,32803,0.023904
"2557",1997-01-31,32870,-0.105709
"2558",1997-02-28,32870,0.08985
"2559",1997-03-31,32870,-0.02811
"2560",1997-04-30,32870,-0.042154
"2561",1997-05-30,32870,0.025712
"2562",1997-06-30,32870,0.060656
"2563",1997-07-31,32870,0.05263
"2564",1997-08-29,32870,0.048997
"2565",1997-09-30,32870,0.073331
"2566",1997-10-31,32870,-0.061744
"2567",1997-11-28,32870,0.010653
"2568",1997-12-31,32870,0.06897
"2569",1997-01-31,32942,0.018621
"2570",1997-02-28,32942,-0.046273
"2571",1997-03-31,32942,-0.001114
"2572",1997-04-30,32942,0.025286
"2573",1997-05-30,32942,0.041077
"2574",1997-06-30,32942,-0.030293
"2575",1997-07-31,32942,0.076666
"2576",1997-08-29,32942,-0.03958
"2577",1997-09-30,32942,0.010096
"2578",1997-10-31,32942,-0.051497
"2579",1997-11-28,32942,0.027306
"2580",1997-12-31,32942,0.086864
"2581",1997-01-31,33099,0.019436
"2582",1997-02-28,33099,-0.083983
"2583",1997-03-31,33099,0.058378
"2584",1997-04-30,33099,-0.025748
"2585",1997-05-30,33099,0.074278
"2586",1997-06-30,33099,0.051499
"2587",1997-07-31,33099,0.016381
"2588",1997-08-29,33099,0.049535
"2589",1997-09-30,33099,0.04346
"2590",1997-10-31,33099,0.078409
"2591",1997-11-28,33099,-0.040245
"2592",1997-12-31,33099,0.07091
"2593",1997-01-31,33849,0.250819
"2594",1997-02-28,33849,0.128868
"2595",1997-03-31,33849,-0.041706
"2596",1997-04-30,33849,-0.102746
"2597",1997-05-30,33849,-0.025015
"2598",1997-06-30,33849,0.046153
"2599",1997-07-31,33849,0.001287
"2600",1997-08-29,33849,-0.015211
"2601",1997-09-30,33849,0.074252
"2602",1997-10-31,33849,-0.09795
"2603",1997-11-28,33849,-0.015394
"2604",1997-12-31,33849,-0.028461
"2605",1997-01-31,34032,-0.046167
"2606",1997-02-28,34032,0.014216
"2607",1997-03-31,34032,0.013494
"2608",1997-04-30,34032,0.057238
"2609",1997-05-30,34032,0.024901
"2610",1997-06-30,34032,0.070255
"2611",1997-07-31,34032,0.123245
"2612",1997-08-29,34032,-0.0561
"2613",1997-09-30,34032,0.026542
"2614",1997-10-31,34032,-0.041908
"2615",1997-11-28,34032,0.06875
"2616",1997-12-31,34032,0.076209
"2617",1997-01-31,34367,-0.046605
"2618",1997-02-28,34367,0.030583
"2619",1997-03-31,34367,-0.1043
"2620",1997-04-30,34367,-0.029485
"2621",1997-05-30,34367,-0.035434
"2622",1997-06-30,34367,-0.0037
"2623",1997-07-31,34367,0.047669
"2624",1997-08-29,34367,0.108682
"2625",1997-09-30,34367,-0.0044
"2626",1997-10-31,34367,-0.013659
"2627",1997-11-28,34367,0.064593
"2628",1997-12-31,34367,0.193918
"2629",1997-01-31,34497,0.065734
"2630",1997-02-28,34497,-0.013275
"2631",1997-03-31,34497,-0.050812
"2632",1997-04-30,34497,0.013122
"2633",1997-05-30,34497,0.029347
"2634",1997-06-30,34497,0.064181
"2635",1997-07-31,34497,-0.024455
"2636",1997-08-29,34497,0.002229
"2637",1997-09-30,34497,0.055348
"2638",1997-10-31,34497,-0.085802
"2639",1997-11-28,34497,0.009024
"2640",1997-12-31,34497,0.004769
"2641",1997-01-31,34746,0.227341
"2642",1997-02-28,34746,0.073644
"2643",1997-03-31,34746,-0.071287
"2644",1997-04-30,34746,-0.041397
"2645",1997-05-30,34746,0.030276
"2646",1997-06-30,34746,0.06287
"2647",1997-07-31,34746,0.150689
"2648",1997-08-29,34746,-0.078284
"2649",1997-09-30,34746,0.116882
"2650",1997-10-31,34746,-0.02332
"2651",1997-11-28,34746,0.095515
"2652",1997-12-31,34746,0.157895
"2653",1997-01-31,34817,0.015108
"2654",1997-02-28,34817,-0.078419
"2655",1997-03-31,34817,-0.051573
"2656",1997-04-30,34817,0.085864
"2657",1997-05-30,34817,0.178057
"2658",1997-06-30,34817,-0.044378
"2659",1997-07-31,34817,0.094151
"2660",1997-08-29,34817,-0.090706
"2661",1997-09-30,34817,-0.073198
"2662",1997-10-31,34817,-0.012504
"2663",1997-11-28,34817,-0.046962
"2664",1997-12-31,34817,-0.03655
"2665",1997-01-31,34833,0.086409
"2666",1997-02-28,34833,0.001002
"2667",1997-03-31,34833,-0.033568
"2668",1997-04-30,34833,-0.110899
"2669",1997-05-30,34833,0.051918
"2670",1997-06-30,34833,0.08501
"2671",1997-07-31,34833,-0.0043
"2672",1997-08-29,34833,-0.068938
"2673",1997-09-30,34833,0.112933
"2674",1997-10-31,34833,0.068089
"2675",1997-11-28,34833,0.061269
"2676",1997-12-31,34833,-0.00691
"2677",1997-01-31,34948,0.073625
"2678",1997-02-28,34948,-0.09762
"2679",1997-03-31,34948,0.140861
"2680",1997-04-30,34948,-0.093502
"2681",1997-05-30,34948,-0.001807
"2682",1997-06-30,34948,0.172466
"2683",1997-07-31,34948,0.07059
"2684",1997-08-29,34948,0.102867
"2685",1997-09-30,34948,0.004911
"2686",1997-10-31,34948,0.02163
"2687",1997-11-28,34948,0.016244
"2688",1997-12-31,34948,-0.082814
"2689",1997-01-31,35044,0.069261
"2690",1997-02-28,35044,0.056911
"2691",1997-03-31,35044,-0.054831
"2692",1997-04-30,35044,0.018223
"2693",1997-05-30,35044,0.047963
"2694",1997-06-30,35044,0.061572
"2695",1997-07-31,35044,0.096491
