Date,Stock,Values
31/03/1998,56822,0.012386948
30/04/1998,56822,0.012265986
29/05/1998,56822,0.012671994
30/06/1998,56822,0.012393741
31/07/1998,56822,0.012427913
31/08/1998,56822,0.012472637
30/09/1998,56822,0.01240923
30/10/1998,56822,0.012442243
30/11/1998,56822,0.012433917
31/12/1998,56822,0.012412083
30/01/1998,56936,0.012420874
27/02/1998,56936,0.012384141
31/03/1998,56936,0.012104066
30/04/1998,56936,0.012592319
29/05/1998,56936,0.012384195
30/06/1998,56936,0.012444501
31/07/1998,56936,0.012419681
31/08/1998,56936,0.012419848
30/09/1998,56936,0.012419848
30/10/1998,56936,0.012419848
30/11/1998,56936,0.012420046
31/12/1998,56936,0.012429351
30/01/1998,57007,0.012253793
27/02/1998,57007,0.01194284
31/03/1998,57007,0.012705315
30/04/1998,57007,0.012739909
29/05/1998,57007,0.012436819
30/06/1998,57007,0.012087887
31/07/1998,57007,0.012257758
31/08/1998,57007,0.012615273
30/09/1998,57007,0.012578323
30/10/1998,57007,0.012305896
30/11/1998,57007,0.012310092
31/12/1998,57007,0.01245519
30/01/1998,57074,0.012414896
27/02/1998,57074,0.012375863
31/03/1998,57074,0.011941169
30/04/1998,57074,0.012908787
29/05/1998,57074,0.012440542
30/06/1998,57074,0.012455357
31/07/1998,57074,0.012430536
31/08/1998,57074,0.012430703
30/09/1998,57074,0.012430703
30/10/1998,57074,0.012430703
30/11/1998,57074,0.012430901
31/12/1998,57074,0.012440206
30/01/1998,57154,0.012479805
27/02/1998,57154,0.013105181
31/03/1998,57154,0.012513546
30/04/1998,57154,0.012340566
29/05/1998,57154,0.012536473
30/06/1998,57154,0.012494267
31/07/1998,57154,0.012603255
31/08/1998,57154,0.012130539
30/09/1998,57154,0.012460498
30/10/1998,57154,0.012560005
30/11/1998,57154,0.01236246
31/12/1998,57154,0.012126495
30/01/1998,57293,0.012425185
27/02/1998,57293,0.012611795
31/03/1998,57293,0.012047322
30/04/1998,57293,0.012497821
29/05/1998,57293,0.012435378
30/06/1998,57293,0.012472584
31/07/1998,57293,0.012447763
31/08/1998,57293,0.01244793
30/09/1998,57293,0.01244793
30/10/1998,57293,0.01244793
30/11/1998,57293,0.012448128
31/12/1998,57293,0.012457433
30/01/1998,57568,0.012363574
27/02/1998,57568,0.013391953
31/03/1998,57568,0.012033952
30/04/1998,57568,0.012087379
29/05/1998,57568,0.012350458
30/06/1998,57568,0.01247085
31/07/1998,57568,0.012464788
31/08/1998,57568,0.012528281
30/09/1998,57568,0.01241726
30/10/1998,57568,0.01218009
30/11/1998,57568,0.012442143
31/12/1998,57568,0.012729259
30/01/1998,57808,0.012367444
27/02/1998,57808,0.011799552
31/03/1998,57808,0.012606442
30/04/1998,57808,0.012412036
29/05/1998,57808,0.012650121
30/06/1998,57808,0.012811332
31/07/1998,57808,0.012669496
31/08/1998,57808,0.01242726
30/09/1998,57808,0.012481609
30/10/1998,57808,0.012491833
30/11/1998,57808,0.012370634
31/12/1998,57808,0.012317753
30/01/1998,57817,0.012471157
27/02/1998,57817,0.013641509
31/03/1998,57817,0.012156336
30/04/1998,57817,0.012611208
29/05/1998,57817,0.012529763
30/06/1998,57817,0.012749433
31/07/1998,57817,0.012566579
31/08/1998,57817,0.012455956
30/09/1998,57817,0.012395487
30/10/1998,57817,0.013150458
30/11/1998,57817,0.012877711
31/12/1998,57817,0.012613687
30/01/1998,57904,0.012639506
27/02/1998,57904,0.013091824
31/03/1998,57904,0.01257571
30/04/1998,57904,0.012307243
29/05/1998,57904,0.012404623
30/06/1998,57904,0.012429
31/07/1998,57904,0.012703552
31/08/1998,57904,0.012577734
30/09/1998,57904,0.012401086
30/10/1998,57904,0.01250125
30/11/1998,57904,0.012425338
31/12/1998,57904,0.012614181
30/01/1998,58246,0.01269223
27/02/1998,58246,0.012723559
31/03/1998,58246,0.012501034
30/04/1998,58246,0.012608203
29/05/1998,58246,0.012466763
30/06/1998,58246,0.012593416
31/07/1998,58246,0.012565404
31/08/1998,58246,0.012590108
30/09/1998,58246,0.012549358
30/10/1998,58246,0.012536285
30/11/1998,58246,0.012481326
31/12/1998,58246,0.012589307
30/01/1998,58413,0.012214787
27/02/1998,58413,0.012827731
31/03/1998,58413,0.012669744
30/04/1998,58413,0.012118859
29/05/1998,58413,0.01240805
30/06/1998,58413,0.012573735
31/07/1998,58413,0.012412273
31/08/1998,58413,0.012732797
30/09/1998,58413,0.012532082
30/10/1998,58413,0.012462519
30/11/1998,58413,0.012307418
31/12/1998,58413,0.012498922
30/01/1998,58421,0.012939845
27/02/1998,58421,0.011683976
31/03/1998,58421,0.012558437
30/04/1998,58421,0.012025774
29/05/1998,58421,0.012181972
30/06/1998,58421,0.013280144
31/07/1998,58421,0.013191287
31/08/1998,58421,0.012176542
30/09/1998,58421,0.012287407
30/10/1998,58421,0.012382699
30/11/1998,58421,0.012812442
31/12/1998,58421,0.012160421
30/01/1998,58501,0.012192247
27/02/1998,58501,0.01255719
31/03/1998,58501,0.012320307
30/04/1998,58501,0.012611708
29/05/1998,58501,0.012679872
30/06/1998,58501,0.012532983
31/07/1998,58501,0.012370357
31/08/1998,58501,0.012800037
30/09/1998,58501,0.012649823
30/10/1998,58501,0.012151255
30/11/1998,58501,0.012391814
31/12/1998,58501,0.012815941
30/01/1998,58675,0.012253563
27/02/1998,58675,0.011211301
31/03/1998,58675,0.012873398
30/04/1998,58675,0.012369759
29/05/1998,58675,0.012669531
30/06/1998,58675,0.012655048
31/07/1998,58675,0.012390783
31/08/1998,58675,0.012529352
30/09/1998,58675,0.012709823
30/10/1998,58675,0.012502694
30/11/1998,58675,0.012462884
31/12/1998,58675,0.012563157
30/01/1998,58683,0.0130715
27/02/1998,58683,0.01182744
31/03/1998,58683,0.012462465
30/04/1998,58683,0.012497724
29/05/1998,58683,0.012388434
30/06/1998,58683,0.012584999
31/07/1998,58683,0.012424207
31/08/1998,58683,0.012302684
30/09/1998,58683,0.012448604
30/10/1998,58683,0.012284665
30/11/1998,58683,0.012671359
31/12/1998,58683,0.012403311
30/01/1998,58771,0.012320488
27/02/1998,58771,0.01189162
31/03/1998,58771,0.012379838
30/04/1998,58771,0.012010759
29/05/1998,58771,0.012933202
30/06/1998,58771,0.012627136
31/07/1998,58771,0.012562319
31/08/1998,58771,0.012479321
30/09/1998,58771,0.012550062
30/10/1998,58771,0.012764969
30/11/1998,58771,0.012434178
31/12/1998,58771,0.012182333
30/01/1998,58819,0.012537968
27/02/1998,58819,0.012929696
31/03/1998,58819,0.012090332
30/04/1998,58819,0.012975732
29/05/1998,58819,0.012414636
30/06/1998,58819,0.012566022
31/07/1998,58819,0.012600824
31/08/1998,58819,0.012848379
30/09/1998,58819,0.012392859
30/10/1998,58819,0.012622631
30/11/1998,58819,0.01271577
31/12/1998,58819,0.012719244
30/01/1998,58975,0.012380702
27/02/1998,58975,0.012196923
31/03/1998,58975,0.013017847
30/04/1998,58975,0.012458703
29/05/1998,58975,0.011998064
30/06/1998,58975,0.013152424
31/07/1998,58975,0.012597118
31/08/1998,58975,0.01250788
30/09/1998,58975,0.012998191
30/10/1998,58975,0.012012164
30/11/1998,58975,0.012271868
31/12/1998,58975,0.01227735
30/01/1998,59010,0.012495604
27/02/1998,59010,0.012612739
31/03/1998,59010,0.012238292
30/04/1998,59010,0.012883488
29/05/1998,59010,0.012457386
30/06/1998,59010,0.012603444
31/07/1998,59010,0.012752383
31/08/1998,59010,0.012561156
30/09/1998,59010,0.012591102
30/10/1998,59010,0.012676944
30/11/1998,59010,0.012657234
31/12/1998,59010,0.012794126
30/01/1998,59045,0.012512189
27/02/1998,59045,0.012814289
31/03/1998,59045,0.012265341
30/04/1998,59045,0.013031352
29/05/1998,59045,0.012618547
30/06/1998,59045,0.012429346
31/07/1998,59045,0.012451807
31/08/1998,59045,0.01270772
30/09/1998,59045,0.012747692
30/10/1998,59045,0.012786977
30/11/1998,59045,0.012684228
31/12/1998,59045,0.01283171
30/01/1998,59089,0.013013038
27/02/1998,59089,0.012640743
31/03/1998,59089,0.012936377
30/04/1998,59089,0.012277971
29/05/1998,59089,0.012720285
30/06/1998,59089,0.01283319
31/07/1998,59089,0.012317919
31/08/1998,59089,0.013046557
30/09/1998,59089,0.01273151
30/10/1998,59089,0.012137263
30/11/1998,59089,0.012459383
31/12/1998,59089,0.012609942
30/01/1998,59176,0.012228253
27/02/1998,59176,0.0126706
31/03/1998,59176,0.01249928
30/04/1998,59176,0.012812163
29/05/1998,59176,0.012632741
30/06/1998,59176,0.012631638
31/07/1998,59176,0.012549438
31/08/1998,59176,0.012819109
30/09/1998,59176,0.012613545
30/10/1998,59176,0.01269989
30/11/1998,59176,0.012454742
31/12/1998,59176,0.012700563
30/01/1998,59248,0.012697848
27/02/1998,59248,0.012803845
31/03/1998,59248,0.013011089
30/04/1998,59248,0.012912259
29/05/1998,59248,0.012553834
30/06/1998,59248,0.012672671
31/07/1998,59248,0.012566248
31/08/1998,59248,0.01235567
30/09/1998,59248,0.012541537
30/10/1998,59248,0.012667716
30/11/1998,59248,0.012472254
31/12/1998,59248,0.012758441
30/01/1998,59328,0.012446271
27/02/1998,59328,0.011803246
31/03/1998,59328,0.013252285
30/04/1998,59328,0.012752133
29/05/1998,59328,0.012582873
30/06/1998,59328,0.012781996
31/07/1998,59328,0.012675655
31/08/1998,59328,0.01237626
30/09/1998,59328,0.012788698
30/10/1998,59328,0.01261909
30/11/1998,59328,0.012772509
31/12/1998,59328,0.012506047
30/01/1998,59396,0.012679068
27/02/1998,59396,0.012093703
31/03/1998,59396,0.012500873
30/04/1998,59396,0.012769734
29/05/1998,59396,0.012664965
30/06/1998,59396,0.012505239
31/07/1998,59396,0.01257484
31/08/1998,59396,0.012689285
30/09/1998,59396,0.012647081
30/10/1998,59396,0.012501902
30/11/1998,59396,0.012569087
31/12/1998,59396,0.012677528
30/01/1998,59408,0.012752599
27/02/1998,59408,0.014372369
31/03/1998,59408,0.012585495
30/04/1998,59408,0.012574943
29/05/1998,59408,0.01267625
30/06/1998,59408,0.012643462
31/07/1998,59408,0.012666346
31/08/1998,59408,0.012643674
30/09/1998,59408,0.012621463
30/10/1998,59408,0.012664802
30/11/1998,59408,0.012441856
31/12/1998,59408,0.012521408
30/01/1998,59459,0.012782334
27/02/1998,59459,0.011154965
31/03/1998,59459,0.012652867
30/04/1998,59459,0.012630519
29/05/1998,59459,0.012604751
30/06/1998,59459,0.012564274
31/07/1998,59459,0.012471192
31/08/1998,59459,0.012753116
30/09/1998,59459,0.012539439
30/10/1998,59459,0.012540017
30/11/1998,59459,0.012677756
31/12/1998,59459,0.012809274
30/01/1998,59483,0.012493605
27/02/1998,59483,0.013968447
31/03/1998,59483,0.012335666
30/04/1998,59483,0.012649223
29/05/1998,59483,0.012592703
30/06/1998,59483,0.012610903
31/07/1998,59483,0.012593307
31/08/1998,59483,0.012514788
30/09/1998,59483,0.012440795
30/10/1998,59483,0.012677492
30/11/1998,59483,0.012252123
31/12/1998,59483,0.01256358
30/01/1998,59555,0.012861676
27/02/1998,59555,0.012770253
31/03/1998,59555,0.012327561
30/04/1998,59555,0.012893232
29/05/1998,59555,0.01260938
30/06/1998,59555,0.012931729
31/07/1998,59555,0.012641689
31/08/1998,59555,0.012476585
30/09/1998,59555,0.012316188
30/10/1998,59555,0.013165726
30/11/1998,59555,0.012638003
31/12/1998,59555,0.012762931
30/01/1998,59600,0.012565916
27/02/1998,59600,0.013269564
31/03/1998,59600,0.012510798
30/04/1998,59600,0.012228625
29/05/1998,59600,0.012517431
30/06/1998,59600,0.01298802
31/07/1998,59600,0.012237164
31/08/1998,59600,0.012607546
30/09/1998,59600,0.011826378
30/10/1998,59600,0.01254729
30/11/1998,59600,0.012542179
31/12/1998,59600,0.012604223
30/01/1998,59619,0.012823231
27/02/1998,59619,0.012915218
31/03/1998,59619,0.012397411
30/04/1998,59619,0.012397624
29/05/1998,59619,0.012816513
30/06/1998,59619,0.012568957
31/07/1998,59619,0.012594373
31/08/1998,59619,0.012531966
30/09/1998,59619,0.012439273
30/10/1998,59619,0.012592545
30/11/1998,59619,0.012576128
31/12/1998,59619,0.012055916
30/01/1998,59627,0.012528738
27/02/1998,59627,0.011631638
31/03/1998,59627,0.012638433
30/04/1998,59627,0.012726754
29/05/1998,59627,0.012218515
30/06/1998,59627,0.012729093
31/07/1998,59627,0.012559082
31/08/1998,59627,0.01266521
30/09/1998,59627,0.013213965
30/10/1998,59627,0.012920652
30/11/1998,59627,0.012620413
31/12/1998,59627,0.012707382
30/01/1998,59774,0.012450903
27/02/1998,59774,0.01137881
31/03/1998,59774,0.012766032
30/04/1998,59774,0.012654752
29/05/1998,59774,0.013210333
30/06/1998,59774,0.012323014
31/07/1998,59774,0.012580642
31/08/1998,59774,0.012568763
30/09/1998,59774,0.012866206
30/10/1998,59774,0.012813756
30/11/1998,59774,0.012360246
31/12/1998,59774,0.012724573
30/01/1998,60097,0.012843613
27/02/1998,60097,0.010968056
31/03/1998,60097,0.012521463
30/04/1998,60097,0.01259729
29/05/1998,60097,0.012397231
30/06/1998,60097,0.012704189
31/07/1998,60097,0.012673881
31/08/1998,60097,0.012464589
30/09/1998,60097,0.0128274
30/10/1998,60097,0.012464176
30/11/1998,60097,0.012680444
31/12/1998,60097,0.012711591
30/01/1998,60098,0.012623944
27/02/1998,60098,0.012398456
31/03/1998,60098,0.012680446
30/04/1998,60098,0.013042594
29/05/1998,60098,0.012777533
30/06/1998,60098,0.012687285
31/07/1998,60098,0.012608934
31/08/1998,60098,0.012913987
30/09/1998,60098,0.012485134
30/10/1998,60098,0.012421104
30/11/1998,60098,0.012762888
31/12/1998,60098,0.012578863
30/01/1998,60186,0.012688258
27/02/1998,60186,0.01325088
31/03/1998,60186,0.012750657
30/04/1998,60186,0.012648655
29/05/1998,60186,0.012590139
30/06/1998,60186,0.012786473
31/07/1998,60186,0.012648432
31/08/1998,60186,0.013088252
30/09/1998,60186,0.012691343
30/10/1998,60186,0.012828186
30/11/1998,60186,0.012724662
31/12/1998,60186,0.01250654
30/01/1998,60206,0.012612371
27/02/1998,60206,0.013602725
31/03/1998,60206,0.012274709
30/04/1998,60206,0.012747058
29/05/1998,60206,0.012715014
30/06/1998,60206,0.012944414
31/07/1998,60206,0.012711695
31/08/1998,60206,0.012414045
30/09/1998,60206,0.012835688
30/10/1998,60206,0.01266786
30/11/1998,60206,0.012516432
31/12/1998,60206,0.012899048
30/01/1998,60442,0.012885931
27/02/1998,60442,0.01250003
31/03/1998,60442,0.012838571
30/04/1998,60442,0.012883572
29/05/1998,60442,0.012844079
30/06/1998,60442,0.012740879
31/07/1998,60442,0.012755588
31/08/1998,60442,0.012792875
30/09/1998,60442,0.012647115
30/10/1998,60442,0.012751574
30/11/1998,60442,0.012866968
31/12/1998,60442,0.012695476
30/01/1998,60468,0.01247068
27/02/1998,60468,0.012243825
31/03/1998,60468,0.013524047
30/04/1998,60468,0.012879659
29/05/1998,60468,0.012705502
30/06/1998,60468,0.012913501
31/07/1998,60468,0.012453859
31/08/1998,60468,0.012753594
30/09/1998,60468,0.012761983
30/10/1998,60468,0.012610504
30/11/1998,60468,0.012629007
31/12/1998,60468,0.012518749
30/01/1998,60506,0.012780118
27/02/1998,60506,0.012768529
31/03/1998,60506,0.01271602
30/04/1998,60506,0.01291228
29/05/1998,60506,0.012701361
30/06/1998,60506,0.012801149
31/07/1998,60506,0.012742241
31/08/1998,60506,0.012667964
30/09/1998,60506,0.012646982
30/10/1998,60506,0.013070479
30/11/1998,60506,0.012556921
31/12/1998,60506,0.012489376
30/01/1998,60580,0.012695665
27/02/1998,60580,0.012693958
31/03/1998,60580,0.012276032
30/04/1998,60580,0.012659866
29/05/1998,60580,0.012769902
30/06/1998,60580,0.012915024
31/07/1998,60580,0.012862451
31/08/1998,60580,0.012980354
30/09/1998,60580,0.01262042
30/10/1998,60580,0.013446877
30/11/1998,60580,0.012830465
31/12/1998,60580,0.012881623
30/01/1998,60599,0.01262692
27/02/1998,60599,0.012638156
31/03/1998,60599,0.012772571
30/04/1998,60599,0.013141119
29/05/1998,60599,0.012882934
30/06/1998,60599,0.01259951
31/07/1998,60599,0.01255598
31/08/1998,60599,0.013049606
30/09/1998,60599,0.012799668
30/10/1998,60599,0.01274043
30/11/1998,60599,0.012896565
31/12/1998,60599,0.012413743
30/01/1998,60871,0.012514199
27/02/1998,60871,0.012225937
31/03/1998,60871,0.013357499
30/04/1998,60871,0.012427639
29/05/1998,60871,0.0126456
30/06/1998,60871,0.013049853
31/07/1998,60871,0.013044557
31/08/1998,60871,0.01254009
30/09/1998,60871,0.012677188
30/10/1998,60871,0.013201669
30/11/1998,60871,0.013061223
31/12/1998,60871,0.012955054
30/01/1998,60898,0.012368024
27/02/1998,60898,0.011806928
31/03/1998,60898,0.012504292
30/04/1998,60898,0.012097814
29/05/1998,60898,0.012633205
30/06/1998,60898,0.01252931
31/07/1998,60898,0.012281282
31/08/1998,60898,0.012674219
30/09/1998,60898,0.012635116
30/10/1998,60898,0.013052709
30/11/1998,60898,0.01298145
31/12/1998,60898,0.012787387
30/01/1998,60943,0.012653839
27/02/1998,60943,0.01263809
31/03/1998,60943,0.013216095
30/04/1998,60943,0.013013857
29/05/1998,60943,0.012684439
30/06/1998,60943,0.01277972
31/07/1998,60943,0.012855516
31/08/1998,60943,0.012548158
30/09/1998,60943,0.012833185
30/10/1998,60943,0.012474092
30/11/1998,60943,0.012443294
31/12/1998,60943,0.012902316
30/01/1998,60986,0.012696955
27/02/1998,60986,0.01249917
31/03/1998,60986,0.012636504
30/04/1998,60986,0.012610837
29/05/1998,60986,0.012913768
30/06/1998,60986,0.01268749
31/07/1998,60986,0.012723805
31/08/1998,60986,0.012557198
30/09/1998,60986,0.01272217
30/10/1998,60986,0.012464579
30/11/1998,60986,0.012880852
31/12/1998,60986,0.01310674
30/01/1998,61188,0.012752355
27/02/1998,61188,0.012608752
31/03/1998,61188,0.012726941
30/04/1998,61188,0.012320219
29/05/1998,61188,0.012546202
30/06/1998,61188,0.012821691
31/07/1998,61188,0.012663509
31/08/1998,61188,0.01310997
30/09/1998,61188,0.012876047
30/10/1998,61188,0.013015917
30/11/1998,61188,0.012835682
31/12/1998,61188,0.012751573
30/01/1998,61241,0.012520633
27/02/1998,61241,0.012924671
31/03/1998,61241,0.013107356
30/04/1998,61241,0.012416248
29/05/1998,61241,0.012764668
30/06/1998,61241,0.012674934
31/07/1998,61241,0.012870647
31/08/1998,61241,0.01270313
30/09/1998,61241,0.012878031
30/10/1998,61241,0.012779002
30/11/1998,61241,0.012716266
31/12/1998,61241,0.012907613
30/01/1998,61269,0.012691722
27/02/1998,61269,0.012316898
31/03/1998,61269,0.012102552
30/04/1998,61269,0.01298017
29/05/1998,61269,0.012715948
30/06/1998,61269,0.012771342
31/07/1998,61269,0.012901233
31/08/1998,61269,0.012640947
30/09/1998,61269,0.012795739
30/10/1998,61269,0.012811513
30/11/1998,61269,0.012611326
31/12/1998,61269,0.012704278
30/01/1998,61313,0.012757551
27/02/1998,61313,0.013225878
31/03/1998,61313,0.013027144
30/04/1998,61313,0.01267881
29/05/1998,61313,0.01245
30/06/1998,61313,0.013087259
31/07/1998,61313,0.01330799
31/08/1998,61313,0.012777773
30/09/1998,61313,0.012864109
30/10/1998,61313,0.012760397
30/11/1998,61313,0.013303303
31/12/1998,61313,0.012517658
30/01/1998,61399,0.012811893
27/02/1998,61399,0.013703569
31/03/1998,61399,0.012395129
30/04/1998,61399,0.013260749
29/05/1998,61399,0.012869851
30/06/1998,61399,0.012807217
31/07/1998,61399,0.012619797
31/08/1998,61399,0.012468325
30/09/1998,61399,0.013337881
30/10/1998,61399,0.012525703
30/11/1998,61399,0.01228518
31/12/1998,61399,0.01274826
30/01/1998,61487,0.012545433
27/02/1998,61487,0.013540503
31/03/1998,61487,0.012654959
30/04/1998,61487,0.012149901
29/05/1998,61487,0.013119297
30/06/1998,61487,0.012683686
31/07/1998,61487,0.012857951
31/08/1998,61487,0.013016995
30/09/1998,61487,0.012966454
30/10/1998,61487,0.01299206
30/11/1998,61487,0.012376191
31/12/1998,61487,0.012653937
30/01/1998,61567,0.012949644
27/02/1998,61567,0.012130683
31/03/1998,61567,0.013126038
30/04/1998,61567,0.012654718
29/05/1998,61567,0.01252133
30/06/1998,61567,0.012833394
31/07/1998,61567,0.012966861
31/08/1998,61567,0.012868461
30/09/1998,61567,0.012935848
30/10/1998,61567,0.013086959
30/11/1998,61567,0.012750107
31/12/1998,61567,0.012621617
30/01/1998,61700,0.012582126
27/02/1998,61700,0.012365282
31/03/1998,61700,0.012207444
30/04/1998,61700,0.013291672
29/05/1998,61700,0.01274416
30/06/1998,61700,0.012747771
31/07/1998,61700,0.012790096
31/08/1998,61700,0.012679606
30/09/1998,61700,0.013284955
30/10/1998,61700,0.012722537
30/11/1998,61700,0.012710883
31/12/1998,61700,0.012935497
30/01/1998,61743,0.01287108
27/02/1998,61743,0.012675634
31/03/1998,61743,0.012782169
30/04/1998,61743,0.012678966
29/05/1998,61743,0.012869991
30/06/1998,61743,0.012882313
31/07/1998,61743,0.01298702
31/08/1998,61743,0.012711536
30/09/1998,61743,0.012707451
30/10/1998,61743,0.012929907
30/11/1998,61743,0.0127162
31/12/1998,61743,0.012771541
30/01/1998,61778,0.01334385
27/02/1998,61778,0.012505132
31/03/1998,61778,0.012823242
30/04/1998,61778,0.012997521
29/05/1998,61778,0.013312285
30/06/1998,61778,0.012971047
31/07/1998,61778,0.013033401
31/08/1998,61778,0.012660801
30/09/1998,61778,0.012865446
30/10/1998,61778,0.0126589
30/11/1998,61778,0.012720638
31/12/1998,61778,0.012994215
30/01/1998,61815,0.0124056
27/02/1998,61815,0.012593811
31/03/1998,61815,0.013249255
30/04/1998,61815,0.013014427
29/05/1998,61815,0.012468362
30/06/1998,61815,0.012862185
31/07/1998,61815,0.012647074
31/08/1998,61815,0.012498093
30/09/1998,61815,0.013024024
30/10/1998,61815,0.012721748
30/11/1998,61815,0.012984374
31/12/1998,61815,0.01282603
30/01/1998,61946,0.012861527
27/02/1998,61946,0.013904669
31/03/1998,61946,0.012777947
30/04/1998,61946,0.012435469
29/05/1998,61946,0.012504423
30/06/1998,61946,0.012772385
31/07/1998,61946,0.013017498
31/08/1998,61946,0.012788773
30/09/1998,61946,0.012807925
30/10/1998,61946,0.012486178
30/11/1998,61946,0.012884963
31/12/1998,61946,0.012780835
30/01/1998,62033,0.012745517
27/02/1998,62033,0.012176398
31/03/1998,62033,0.012835409
30/04/1998,62033,0.012568181
29/05/1998,62033,0.012774888
30/06/1998,62033,0.012588527
31/07/1998,62033,0.012575612
31/08/1998,62033,0.012778901
30/09/1998,62033,0.0132351
30/10/1998,62033,0.012623196
30/11/1998,62033,0.012626516
31/12/1998,62033,0.012660484
30/01/1998,62092,0.012804641
27/02/1998,62092,0.012025516
31/03/1998,62092,0.013129147
30/04/1998,62092,0.013166597
29/05/1998,62092,0.012977816
30/06/1998,62092,0.012913414
31/07/1998,62092,0.012971548
31/08/1998,62092,0.012866875
30/09/1998,62092,0.012560889
30/10/1998,62092,0.012193184
30/11/1998,62092,0.012489981
31/12/1998,62092,0.012785961
30/01/1998,62308,0.012946957
27/02/1998,62308,0.013321265
31/03/1998,62308,0.012696079
30/04/1998,62308,0.013005511
29/05/1998,62308,0.012901619
30/06/1998,62308,0.012801285
31/07/1998,62308,0.01282622
31/08/1998,62308,0.012737145
30/09/1998,62308,0.012945978
30/10/1998,62308,0.012600229
30/11/1998,62308,0.012679012
31/12/1998,62308,0.012910374
30/01/1998,62367,0.012588385
27/02/1998,62367,0.013472646
31/03/1998,62367,0.013471358
30/04/1998,62367,0.012769196
29/05/1998,62367,0.012979879
30/06/1998,62367,0.012792781
31/07/1998,62367,0.012999546
31/08/1998,62367,0.013026114
30/09/1998,62367,0.012963242
30/10/1998,62367,0.012675801
30/11/1998,62367,0.013301636
31/12/1998,62367,0.013067147
30/01/1998,62498,0.012917307
27/02/1998,62498,0.012915859
31/03/1998,62498,0.013251054
30/04/1998,62498,0.012495406
29/05/1998,62498,0.013052579
30/06/1998,62498,0.012907255
31/07/1998,62498,0.012962716
31/08/1998,62498,0.012774461
30/09/1998,62498,0.012782685
30/10/1998,62498,0.012708651
30/11/1998,62498,0.013293504
31/12/1998,62498,0.012841203
30/01/1998,63125,0.012855534
27/02/1998,63125,0.012443383
31/03/1998,63125,0.01319562
30/04/1998,63125,0.012495724
29/05/1998,63125,0.013024471
30/06/1998,63125,0.012804506
31/07/1998,63125,0.013013492
31/08/1998,63125,0.012992787
30/09/1998,63125,0.012770331
30/10/1998,63125,0.013436481
30/11/1998,63125,0.012995613
31/12/1998,63125,0.013070717
30/01/1998,63132,0.012827937
27/02/1998,63132,0.012967172
31/03/1998,63132,0.013081079
30/04/1998,63132,0.012250034
29/05/1998,63132,0.012681095
30/06/1998,63132,0.012756208
31/07/1998,63132,0.012987823
31/08/1998,63132,0.013300149
30/09/1998,63132,0.013190975
30/10/1998,63132,0.013050189
30/11/1998,63132,0.01314206
31/12/1998,63132,0.012833
30/01/1998,63546,0.012852461
27/02/1998,63546,0.012556553
31/03/1998,63546,0.013937329
30/04/1998,63546,0.012556586
29/05/1998,63546,0.01323697
30/06/1998,63546,0.013246347
31/07/1998,63546,0.012905311
31/08/1998,63546,0.012631968
30/09/1998,63546,0.013049076
30/10/1998,63546,0.013159071
30/11/1998,63546,0.012508639
31/12/1998,63546,0.013090588
30/01/1998,63706,0.012611964
27/02/1998,63706,0.013209818
31/03/1998,63706,0.013173073
30/04/1998,63706,0.011838509
29/05/1998,63706,0.012179945
30/06/1998,63706,0.012444972
31/07/1998,63706,0.012341815
31/08/1998,63706,0.012458347
30/09/1998,63706,0.013118057
30/10/1998,63706,0.013089051
30/11/1998,63706,0.012801139
31/12/1998,63706,0.01300166
30/01/1998,63715,0.012785895
27/02/1998,63715,0.012718625
31/03/1998,63715,0.012770249
30/04/1998,63715,0.01309528
29/05/1998,63715,0.013152851
30/06/1998,63715,0.013121307
31/07/1998,63715,0.012480884
31/08/1998,63715,0.012685622
30/09/1998,63715,0.013035329
30/10/1998,63715,0.013415344
30/11/1998,63715,0.012839654
31/12/1998,63715,0.01307032
30/01/1998,63765,0.013034952
27/02/1998,63765,0.012267726
31/03/1998,63765,0.013190227
30/04/1998,63765,0.012912287
29/05/1998,63765,0.012547714
30/06/1998,63765,0.013071818
31/07/1998,63765,0.012756247
31/08/1998,63765,0.013042421
30/09/1998,63765,0.012913815
30/10/1998,63765,0.012701809
30/11/1998,63765,0.013189972
31/12/1998,63765,0.012835727
30/01/1998,64020,0.0131667
27/02/1998,64020,0.013782623
31/03/1998,64020,0.013069564
30/04/1998,64020,0.012855182
29/05/1998,64020,0.013131492
30/06/1998,64020,0.012889945
31/07/1998,64020,0.012964308
31/08/1998,64020,0.012906474
30/09/1998,64020,0.013054471
30/10/1998,64020,0.012477833
30/11/1998,64020,0.013486935
31/12/1998,64020,0.012920397
30/01/1998,64194,0.012897452
27/02/1998,64194,0.012505969
31/03/1998,64194,0.01317549
30/04/1998,64194,0.012492668
29/05/1998,64194,0.013348914
30/06/1998,64194,0.012927946
31/07/1998,64194,0.012922235
31/08/1998,64194,0.012999291
30/09/1998,64194,0.013001143
30/10/1998,64194,0.01310255
30/11/1998,64194,0.012994025
31/12/1998,64194,0.013008452
30/01/1998,64282,0.012904387
27/02/1998,64282,0.013148015
31/03/1998,64282,0.013202566
30/04/1998,64282,0.013133333
29/05/1998,64282,0.012467352
30/06/1998,64282,0.013042574
31/07/1998,64282,0.013047808
31/08/1998,64282,0.012763371
30/09/1998,64282,0.01311371
30/10/1998,64282,0.013292347
30/11/1998,64282,0.013201685
31/12/1998,64282,0.013006531
